index,open_btc,high_btc,low_btc,close_btc,volume_btc,num_trades_btc,buy_volume_btc,open_eth,high_eth,low_eth,close_eth,volume_eth,num_trades_eth,buy_volume_eth,sum_volume,count,avg,min,max,open_keep,close_keep,high_keep,low_keep,vol_keep,volcon_keep,open,close,high,low,volume,volumeConverted,average,cnt
2020-06-09,9782.00000000,9877.00000000,9570.00000000,9772.43000000,46024.00128900,551863,21901.19095000,246.37000000,249.82000000,238.00000000,243.80000000,420327.17133000,185974,202641.07177000,213860.61,9,23762.289999999997,650.3,90309.62,0.001592,0.001388,0.0019,0.001289,49389.27,75.99117112,0.367067699586,0.35962076804,0.461509357391,0.314268082427,49674.13785768842,18672.8262236728,0.37590639775507795,11.0
2020-06-10,9772.44000000,9992.72000000,9704.18000000,9885.00000000,47130.76298200,560909,23128.16103200,243.79000000,250.28000000,242.00000000,247.78000000,431285.61715000,185330,221305.11120000,146.4,3,48.800000000000004,3.83,73.2,0.001367,0.001678,0.003817,0.001367,45589.32,76.21281180,0.359673497644,0.40423513008,0.889803541645,0.336271017522,62731.356016205595,24189.6270630245,0.3856066343723786,5.0
2020-06-11,9885.22000000,9964.00000000,9113.00000000,9280.40000000,94418.98473000,966502,40972.06474900,247.78000000,250.09000000,226.20000000,230.51000000,816456.89161000,312655,373492.34304000,135831.50000000003,42,3234.083333333334,1.1,40000.0,0.001646,0.003148,0.0057,0.001175,98000.50,188.25706600,0.404261518475,0.725203834524,1.33781961164,0.359090802169,202848.3864636342,105752.325912071,0.5213367863344076,69.0
2020-06-12,9278.88000000,9557.12000000,9232.51000000,9465.13000000,50119.06693200,553203,24344.81637000,230.46000000,239.38000000,228.19000000,237.55000000,446515.34124000,181977,224589.29616000,569472.26,102,5583.061372549019,1.0,219832.58,0.003229,0.003034,0.003803,0.001902,65681.66,190.47174172,0.725764850592,0.700657753669,0.860046904783,0.511493950735,87670.05410168048,59785.7733867396,0.6819406466591152,165.0
2020-06-13,9464.96000000,9494.73000000,9351.00000000,9473.34000000,27759.78485100,392763,13531.00721400,237.55000000,238.73000000,234.66000000,238.11000000,253797.78090000,134555,126898.09775000,129506.17,16,8094.135625,0.01,47000.0,0.003098,0.002339,0.003364,0.002329,52682.77,137.71493572,0.713707996671,0.565721391903,0.777347363886,0.554584855543,47040.03493552338,30102.1181934421,0.6399255067455272,22.0
2020-06-14,9473.34000000,9480.99000000,9245.00000000,9342.10000000,30055.50660800,415568,14465.41615100,238.13000000,238.59000000,229.83000000,231.77000000,304943.21188000,158093,150190.06138000,67568.82000000002,26,2598.80076923077,0.78,30000.0,0.002335,0.002307,0.002979,0.002079,57985.65,139.07236814,0.559234934722,0.520198415243,0.709363965851,0.495525457333,54103.32407528406,31399.540678671,0.5803625048061549,32.0
2020-06-15,9342.10000000,9495.00000000,8910.45000000,9426.02000000,86107.92470700,839521,41630.74752900,231.74000000,233.55000000,218.27000000,230.86000000,875026.92057000,308126,410989.99093000,14684.619999999999,7,2097.802857142857,34.63,5624.15,0.002228,0.002701,0.003078,0.002201,56995.51,148.69470822,0.538777583299,0.61977638464,0.686623329066,0.509831679933,62968.17337043549,35990.0398890237,0.5715592173414,25.0
2020-06-16,9426.05000000,9589.00000000,9373.09000000,9525.59000000,52052.44692700,543481,25692.83962500,230.86000000,236.00000000,228.70000000,235.30000000,499194.66758000,188136,252188.71079000,486930.49999999994,22,22133.204545454544,75.39,95000.0,0.002579,0.002705,0.002725,0.002301,65871.79,161.55006319,0.619728281509,0.604957920414,0.627069393782,0.530668562992,85440.17936814835,49226.9559705638,0.5761569829863367,24.0
2020-06-17,9526.97000000,9565.00000000,9236.61000000,9465.14000000,48046.41115200,536158,22842.83127600,235.31000000,237.30000000,227.65000000,233.82000000,478187.29170000,189653,232960.69025000,397572.92,23,17285.77913043478,29.66,50000.0,0.002711,0.002237,0.002759,0.002229,50362.07,125.93579070,0.605300818107,0.56043650196,0.634604108354,0.552969895972,82379.36817744517,49285.0211745586,0.5982689873075824,34.0
2020-06-18,9465.13000000,9489.00000000,9280.00000000,9386.32000000,37381.95376500,475074,17940.40525300,233.82000000,234.65000000,227.93000000,231.27000000,334347.79917000,145815,157912.89857000,105634.27,28,3772.6525,36.9,30174.0,0.002245,0.002215,0.00264,0.002056,62935.93,143.97935542,0.561118386426,0.558919550933,0.612525486721,0.539092591511,97363.0308941982,55541.4973194832,0.5704577683067268,31.0
2020-06-19,9386.32000000,9438.30000000,9215.79000000,9310.23000000,45330.98367300,503484,22055.96904600,231.26000000,231.95000000,226.74000000,229.00000000,397284.59808000,160682,196717.52384000,251843.62999999998,38,6627.46394736842,1.0,59995.73,0.002201,0.002394,0.003069,0.002201,93028.01,235.66588487,0.559518348766,0.588249196832,0.685784903998,0.5482308893,140414.2854928391,81873.9302566868,0.5830883230243852,50.0
2020-06-20,9310.23000000,9395.00000000,9170.95000000,9358.95000000,30329.06538400,382778,15125.08176900,229.00000000,230.85000000,225.62000000,228.89000000,303704.98826000,129778,146807.30372000,117396.67000000001,17,6905.686470588236,100.0,17189.0,0.002483,0.002698,0.002847,0.002215,63040.77,157.59960430,0.588182304374,0.622185689227,0.660939483282,0.57009041904,103215.9687875092,63529.676723502,0.6155024020972045,30.0
2020-06-21,9358.95000000,9422.00000000,9281.54000000,9294.69000000,24316.92623400,321015,11779.79718200,228.88000000,231.49000000,227.11000000,228.04000000,256305.23734000,109238,133367.32601000,109214.05999999998,22,4964.275454545454,14.0,19996.12,0.002697,0.002784,0.003139,0.002165,90398.73,241.52115707,0.635731649733,0.647733048627,0.686255684028,0.568732634989,127731.35340256605,79858.4219465954,0.6252061049952915,30.0
2020-06-22,9294.69000000,9780.00000000,9277.09000000,9685.69000000,57895.46834300,588704,30738.20037500,228.03000000,246.89000000,227.51000000,243.13000000,749030.11114000,256688,381685.54634000,427021.36,34,12559.451764705882,0.22,62135.27,0.002757,0.002797,0.003512,0.002327,128558.37,348.90150920,0.644605162776,0.669421406472,0.787690737644,0.582628991035,170369.32838294,116505.695174214,0.6838419584089899,45.0
2020-06-23,9685.69000000,9720.00000000,9577.03000000,9624.89000000,41031.02938000,474319,19112.60621600,243.11000000,244.87000000,240.75000000,243.14000000,442296.31477000,172649,224811.21947000,185326.55999999997,18,10295.919999999998,10.0,69996.41,0.002851,0.002783,0.0032,0.00235,118818.75,323.10330565,0.672678371131,0.656660695076,0.754042204731,0.595405612865,156200.0493781982,106443.995560429,0.6814594232470585,25.0
2020-06-24,9624.33000000,9670.00000000,9208.00000000,9296.49000000,61571.56146400,572362,26903.54406100,243.15000000,249.24000000,231.07000000,234.58000000,921634.05340000,289888,447817.33625000,328638.52,41,8015.573658536586,4.67,69995.33,0.002791,0.002311,0.002792,0.002,112345.00,266.32213461,0.656210606053,0.532184300235,0.659352601164,0.484898227259,126075.79930703965,76667.1647324969,0.6081037372270386,67.0
2020-06-25,9298.33000000,9340.00000000,9009.69000000,9249.49000000,55831.61915600,536205,26546.39556300,234.57000000,235.39000000,227.56000000,232.50000000,613748.59348000,192323,312667.90698000,369132.3500000002,93,3969.165053763443,5.96,50209.89,0.002302,0.002326,0.002901,0.002003,184495.31,453.38388137,0.532574586735,0.560837900105,0.633401974173,0.517101959852,3947195.829797173,2284215.9114529,0.5786933331783224,130.0
2020-06-26,9249.49000000,9298.00000000,9045.45000000,9162.21000000,50292.29827700,510947,23307.90347500,232.49000000,233.61000000,227.75000000,229.64000000,628340.07007000,192182,313069.39625000,22481445.950000007,86,261412.1622093024,7.26,20000000.0,0.002337,0.002462,0.002644,0.002002,90328.13,213.11781531,0.561310985131,0.512812579822,0.612050696269,0.475102066331,3555886.357510628,2039345.04342281,0.5735124349841415,161.0
2020-06-27,9162.21000000,9196.24000000,8833.00000000,9012.00000000,46290.93011300,499415,21056.87686000,229.66000000,231.42000000,216.00000000,220.94000000,645950.61438000,207051,299265.01724000,303162.7,90,3368.4744444444445,25.44,111927.94,0.002448,0.002285,0.002474,0.002009,84411.54,181.55601326,0.513231934786,0.517330120705,0.564030814092,0.475119597301,4062071.17229418,2078170.50723177,0.5116036669682622,120.0
2020-06-28,9012.00000000,9191.00000000,8948.06000000,9116.35000000,30688.17642100,374404,14982.80452800,220.94000000,227.96000000,218.32000000,224.93000000,444766.56881000,144728,236280.14760000,251480.04999999996,66,3810.3037878787873,13.24,49995.24,0.00225,0.002276,0.002346,0.002003,117039.69,261.85460422,0.517330120705,0.505581433282,0.534565147152,0.492233147946,3856068.15900876,1991193.55928076,0.5163792436160194,78.0
2020-06-29,9116.16000000,9238.00000000,9024.67000000,9192.56000000,42120.29326100,434299,20449.09779600,224.89000000,229.96000000,221.26000000,227.93000000,597915.52242000,183558,305421.87340000,300620.3499999999,70,4294.576428571428,8.89,39995.66,0.002269,0.001963,0.002345,0.001884,164445.46,341.42285802,0.505581433282,0.482315021086,0.524253647701,0.432737866967,3526351.5051939962,1704280.76743439,0.48329860620081094,89.0
2020-06-30,9192.93000000,9205.00000000,9064.89000000,9138.55000000,31463.16280100,328083,15267.74746700,227.98000000,228.70000000,222.91000000,225.60000000,415036.02977000,143612,202532.74647000,117874.28000000003,127,928.1439370078742,21.39,13116.49,0.001949,0.001852,0.002123,0.001693,135829.90,261.13546321,0.481802758974,0.412563110041,0.489725118955,0.406867837539,3433851.923813015,1562287.34304143,0.4549664277039169,177.0
